,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,overall_score
14271,18,1,0,4,7.6,61.8,0,3,1,3,79.6
14272,17,2,1,0,4.0,99.8,0,2,1,2,81.6
14273,14,2,1,4,6.4,64.3,0,0,1,4,82.7
14274,16,1,0,1,4.1,57.3,0,3,0,5,47.5
14275,15,1,0,4,6.4,84.2,0,3,1,5,91.9
14276,15,0,0,1,3.5,63.8,0,2,0,1,55.1
14277,18,0,1,4,0.5,77.0,0,0,0,2,28.7
14278,18,1,0,3,4.2,88.6,1,2,1,5,60.2
14279,14,2,0,2,4.6,90.0,0,3,0,5,70.3
14280,17,2,1,4,1.4,61.0,0,0,0,0,37.5
14281,16,1,1,2,5.5,60.5,0,3,1,2,76.0
14282,16,0,1,4,6.9,63.6,0,1,1,0,89.8
14283,18,2,1,4,7.0,69.7,0,3,0,0,80.6
14284,15,1,1,2,3.3,87.3,0,1,0,4,52.3
14285,18,1,1,4,3.6,77.1,0,0,1,4,68.5
14286,16,1,0,2,6.9,94.0,0,1,1,5,96.6
14287,14,2,0,1,8.0,84.9,0,1,0,5,94.2
14288,18,0,0,4,0.9,80.7,0,3,1,1,47.7
14289,19,0,1,1,1.0,76.0,0,3,0,1,46.9
14290,17,0,1,4,0.9,70.6,0,0,0,4,33.2
14291,18,2,0,5,4.0,67.3,0,3,0,0,49.2
14292,14,0,0,4,6.4,58.7,0,3,0,4,68.1
14293,16,0,1,1,1.2,63.5,0,1,1,3,43.2
14294,16,1,1,4,5.7,95.0,0,0,1,4,74.1
14295,18,2,0,0,1.8,91.5,0,0,1,5,57.9
14296,16,1,0,1,0.7,50.2,0,2,1,3,21.9
14297,18,2,1,3,5.0,61.2,0,0,1,2,58.3
14298,15,2,0,0,5.0,90.4,0,1,1,3,84.4
14299,17,1,1,0,2.6,79.3,0,0,0,2,56.7
14300,15,1,1,4,2.9,53.6,1,0,1,0,35.4
14301,17,1,1,1,3.2,90.4,0,0,1,1,68.6
14302,14,2,1,3,7.5,87.7,0,1,1,2,100.0
14303,18,0,1,5,7.0,64.1,0,0,1,4,73.1
14304,14,2,0,0,4.5,87.2,0,2,1,2,66.4
14305,19,1,0,5,7.7,94.3,1,1,0,0,100.0
14306,19,2,0,1,4.9,82.4,0,2,0,2,71.7
14307,17,1,1,2,1.3,87.2,0,2,1,2,40.2
14308,19,2,1,2,4.2,52.4,0,3,1,4,46.0
14309,18,0,0,5,7.2,78.3,0,0,1,4,79.2
14310,14,0,1,3,5.5,87.7,1,3,0,1,74.6
14311,18,0,0,0,7.6,73.1,0,3,1,3,91.6
14312,16,2,0,3,4.5,70.2,0,2,1,2,64.9
14313,19,2,0,0,7.3,78.1,0,2,1,4,84.8
14314,19,2,1,1,6.2,83.7,1,0,1,3,74.6
14315,19,0,0,4,6.7,90.8,0,0,1,0,84.1
14316,16,0,1,0,7.9,90.8,0,2,0,1,100.0
14317,15,1,0,4,2.8,85.2,0,1,0,1,46.9
14318,14,2,0,1,5.2,99.2,0,0,1,0,74.0
14319,14,0,1,0,2.4,76.9,0,1,1,2,55.4
14320,19,1,0,4,6.9,72.2,0,2,1,0,74.6
14321,17,1,0,3,4.9,66.5,1,3,1,2,66.9
14322,16,1,0,5,1.8,56.2,0,1,0,0,43.5
14323,16,1,1,1,3.7,61.1,0,2,0,1,56.8
14324,15,1,0,4,1.9,65.3,0,1,1,0,45.2
14325,17,2,0,3,3.9,75.3,0,0,0,5,54.0
14326,16,0,0,3,1.1,99.9,0,3,0,2,39.8
14327,18,1,1,2,7.7,88.8,1,2,1,1,98.1
14328,14,0,0,5,5.0,94.4,0,3,1,5,83.6
14329,19,0,0,0,7.9,59.1,0,2,1,5,92.5
14330,14,1,0,4,1.8,51.2,0,1,1,5,26.1
14331,16,1,0,0,3.4,50.1,1,3,0,3,37.4
14332,16,0,0,4,7.5,75.1,0,1,1,3,82.2
14333,18,0,1,5,5.7,55.9,0,2,0,2,77.5
14334,17,2,0,2,1.0,59.5,0,0,0,4,25.0
14335,15,2,1,0,7.1,58.9,1,3,0,0,72.0
14336,16,2,0,4,1.9,85.7,0,1,1,1,50.1
14337,17,0,1,0,2.5,97.7,0,3,1,3,68.1
14338,16,0,1,2,6.0,56.1,0,1,1,3,67.2
14339,14,0,0,5,5.8,55.3,0,0,0,4,65.2
14340,15,0,0,2,5.5,66.5,0,3,0,5,79.5
14341,17,1,1,1,0.5,81.9,0,0,0,3,40.2
14342,15,1,1,0,2.4,68.5,0,0,0,4,37.7
14343,17,0,1,1,3.1,63.9,0,2,1,5,51.3
14344,14,1,0,1,3.5,55.8,0,3,0,1,42.4
14345,18,1,1,5,1.1,72.9,0,1,0,5,44.4
14346,15,0,0,5,5.6,51.8,0,3,1,5,69.3
14347,17,1,0,0,7.2,81.4,0,1,1,2,90.9
14348,19,1,1,2,7.9,91.2,0,3,1,2,100.0
14349,16,2,0,0,6.5,98.4,0,3,0,5,85.5
14350,14,0,0,1,2.0,66.1,0,0,1,4,44.3
14351,14,0,0,1,4.3,91.3,0,3,1,0,66.1
14352,16,2,0,5,7.4,75.3,0,1,0,0,82.7
14353,14,1,1,1,1.0,63.4,0,3,1,3,24.6
14354,19,1,0,5,2.2,54.8,0,3,1,3,49.3
14355,19,2,0,1,2.5,72.3,1,2,0,3,41.3
14356,19,2,1,3,5.1,93.4,0,1,0,2,83.7
14357,19,0,0,0,7.6,97.4,0,2,0,3,100.0
14358,17,2,0,4,4.1,73.1,0,2,1,0,66.3
14359,15,1,1,1,4.7,88.7,0,3,0,1,71.1
14360,16,1,0,2,5.3,60.6,0,3,1,4,64.9
14361,15,2,1,2,6.9,87.2,0,1,0,2,87.3
14362,19,0,0,0,2.6,51.1,0,3,0,4,33.1
14363,16,2,1,2,5.2,70.9,0,2,0,4,60.7
14364,16,1,1,3,7.4,88.5,0,2,1,2,93.0
14365,18,2,1,4,7.5,68.3,0,0,1,5,87.0
14366,16,1,0,0,3.4,55.2,0,2,1,2,42.1
14367,16,2,0,2,1.3,98.6,0,0,0,1,50.7
14368,15,1,0,4,7.4,64.9,0,1,0,3,77.7
14369,14,1,1,4,7.4,52.1,0,2,1,2,76.3
14370,14,1,0,5,1.2,70.4,1,1,0,3,33.0
14371,16,2,0,3,1.1,84.8,0,3,1,5,43.7
14372,19,2,0,5,1.9,69.2,0,0,1,2,47.0
14373,15,0,0,3,5.4,95.0,0,1,0,1,76.2
14374,17,2,0,1,2.8,60.7,0,3,1,5,40.2
14375,15,1,0,5,2.3,78.9,0,0,0,1,40.3
14376,15,0,1,5,6.5,55.3,0,1,1,1,67.6
14377,14,2,0,1,2.3,55.9,0,0,1,2,46.8
14378,17,0,1,4,7.7,59.8,0,0,0,2,92.6
14379,17,2,1,0,3.8,60.9,1,2,1,1,61.7
14380,16,1,0,5,3.7,83.0,0,3,0,0,63.1
14381,17,2,1,3,7.6,92.4,0,3,0,0,100.0
14382,16,1,0,2,1.4,93.3,0,2,0,0,46.2
14383,15,0,0,2,1.4,81.4,1,1,0,1,47.8
14384,18,2,0,5,3.8,70.3,0,3,1,3,68.1
14385,17,2,0,3,4.9,63.2,0,3,1,4,60.4
14386,14,0,1,3,4.3,64.7,1,0,1,3,53.0
14387,16,0,0,3,7.7,72.6,0,1,1,1,91.4
14388,16,2,0,5,7.9,81.4,0,0,1,3,88.8
14389,18,2,0,3,0.8,77.8,1,3,0,5,47.0
14390,15,0,0,2,1.7,88.1,0,2,0,4,53.9
14391,19,2,1,1,4.7,56.4,0,1,0,5,60.4
14392,17,0,0,4,7.6,55.6,0,1,0,4,86.6
14393,14,0,1,3,2.6,99.5,0,3,1,0,57.3
14394,16,1,0,4,3.3,65.8,0,2,1,5,57.1
14395,19,2,0,0,2.2,98.6,0,3,1,5,53.9
14396,15,2,0,2,7.8,64.5,0,1,1,5,94.4
14397,18,1,0,1,1.7,53.2,1,1,1,3,26.6
14398,18,0,0,4,4.7,75.4,1,1,0,5,70.1
14399,18,1,1,2,0.7,59.9,0,3,0,4,31.4
14400,14,2,1,3,5.0,95.0,0,0,1,5,68.7
14401,16,2,1,5,3.4,71.6,0,0,0,2,50.9
14402,16,0,1,5,4.7,72.0,0,2,1,4,67.0
14403,16,1,1,1,1.1,69.5,0,1,1,3,29.6
14404,19,1,0,0,1.2,55.6,0,2,1,1,28.2
14405,14,1,0,4,1.2,81.2,0,3,0,1,38.0
14406,17,0,0,5,6.8,57.7,0,3,1,5,69.8
14407,19,0,1,1,5.9,82.0,0,1,0,4,76.2
14408,19,1,1,0,1.5,70.0,0,0,1,4,33.7
14409,17,0,0,0,2.9,92.7,0,2,0,5,66.3
14410,19,1,0,5,3.8,76.0,0,1,0,3,57.1
14411,16,0,1,1,1.2,94.4,1,1,1,2,54.7
14412,17,2,1,5,6.8,51.3,0,3,0,5,78.9
14413,17,0,0,5,3.2,86.3,0,1,0,0,69.8
14414,14,1,0,0,5.5,77.9,0,3,1,2,83.8
14415,14,1,1,4,5.3,58.4,0,3,1,3,71.6
14416,19,1,1,3,7.4,55.3,0,1,1,5,86.5
14417,15,1,0,4,6.1,86.9,0,1,0,3,86.6
14418,16,1,0,0,0.8,68.8,0,1,0,4,26.3
14419,17,2,1,5,1.7,53.8,0,1,1,4,44.5
14420,17,2,1,0,3.8,84.8,0,0,1,5,57.0
14421,17,0,0,1,1.2,64.5,0,1,0,0,38.8
14422,19,2,1,1,3.4,65.0,0,3,0,4,46.1
14423,18,1,1,5,7.8,54.1,0,3,1,4,76.5
14424,19,0,0,2,2.0,71.1,0,1,0,4,48.4
14425,17,2,0,0,5.8,95.7,0,3,0,2,85.0
14426,19,2,0,1,2.4,93.0,0,3,0,0,59.8
14427,17,0,1,1,0.8,66.6,0,1,0,1,39.2
14428,17,0,1,4,1.2,65.3,0,3,1,1,27.5
14429,18,1,0,1,1.3,93.3,1,3,0,1,54.9
14430,19,2,0,5,2.7,87.0,1,0,0,0,48.0
14431,14,0,1,4,7.7,60.2,0,0,0,0,93.7
14432,19,1,1,3,5.2,94.9,0,2,0,5,82.8
14433,18,1,1,3,1.4,95.6,0,0,0,1,49.1
14434,19,2,0,2,1.0,67.0,0,3,0,2,34.1
14435,18,2,0,4,7.8,94.6,0,1,0,5,90.6
14436,19,2,0,3,1.8,83.2,0,2,1,1,45.3
14437,15,0,0,2,2.5,93.8,0,0,1,4,49.7
14438,15,2,1,0,6.8,69.3,0,1,0,1,84.6
14439,15,1,0,0,4.7,69.9,1,3,1,1,69.7
14440,15,1,1,0,2.2,75.1,0,0,0,2,56.6
14441,15,2,0,0,5.5,63.2,1,1,0,0,74.6
14442,16,2,1,3,3.3,76.9,0,2,0,3,66.6
14443,15,0,1,5,4.9,75.5,0,3,1,1,64.0
14444,14,0,0,2,1.2,59.4,0,1,0,2,37.1
14445,17,2,0,3,7.1,94.8,0,0,0,4,89.9
14446,18,2,0,0,5.0,55.2,0,0,0,5,55.4
14447,14,1,0,4,0.5,94.1,0,1,1,3,41.8
14448,17,0,0,4,4.7,76.9,0,0,0,2,68.5
14449,17,0,0,4,3.2,74.1,1,3,0,3,64.0
14450,18,2,0,1,7.3,92.9,0,2,0,2,97.9
14451,14,2,0,1,1.5,72.7,0,0,0,4,39.0
14452,18,2,0,3,3.0,65.1,0,1,1,3,52.8
14453,14,1,0,3,6.2,57.9,1,2,1,3,64.7
14454,15,1,1,5,2.2,84.4,0,1,0,5,59.6
14455,15,0,1,4,2.8,91.7,0,1,0,0,55.0
14456,19,2,0,5,6.3,75.5,0,3,1,1,74.8
14457,15,2,0,1,5.8,64.1,0,3,0,5,71.1
14458,18,0,0,0,3.2,97.0,0,0,0,1,65.1
14459,19,1,1,2,4.0,82.3,0,3,1,0,67.9
14460,19,1,1,5,4.6,77.2,0,1,1,2,71.3
14461,15,2,1,1,7.2,89.6,0,0,0,5,90.1
14462,14,2,0,0,5.5,66.7,0,1,0,1,73.3
14463,15,0,0,2,4.9,86.8,0,2,1,2,68.5
14464,18,2,0,1,6.6,67.5,0,2,1,5,85.2
14465,15,0,1,4,2.8,62.9,0,3,1,3,47.4
14466,17,2,0,5,3.8,61.6,0,1,1,0,48.6
14467,16,2,1,5,5.6,94.2,1,0,0,0,76.8
14468,18,0,0,4,3.5,90.3,1,3,1,1,71.3
14469,17,2,1,3,4.1,60.4,0,1,0,0,66.4
14470,17,0,1,2,1.7,53.5,0,0,0,0,42.0
14471,18,0,0,2,5.1,57.7,0,0,1,4,65.6
14472,19,0,0,3,5.3,65.4,0,2,1,2,59.0
14473,16,2,1,5,6.9,80.5,0,2,1,4,78.2
14474,17,2,1,4,1.1,83.3,1,2,0,5,42.1
14475,17,1,0,3,7.2,55.7,0,0,1,5,79.6
14476,18,2,0,1,1.1,72.7,1,3,0,1,46.1
14477,16,1,1,4,6.1,76.0,0,2,0,0,75.7
14478,16,1,1,2,4.9,63.0,1,3,1,2,61.3
14479,19,2,0,4,3.5,86.5,0,2,1,2,60.4
14480,19,1,1,1,7.4,79.8,0,1,0,0,91.8
14481,17,1,0,1,3.9,86.5,0,2,0,2,64.8
14482,14,0,0,2,0.7,84.9,1,1,0,5,45.5
14483,15,1,1,1,4.4,94.8,1,1,0,3,71.0
14484,16,2,1,0,4.5,83.7,1,3,1,5,78.5
14485,18,2,0,1,6.1,90.0,0,2,0,5,79.9
14486,18,0,1,5,3.2,75.5,0,1,0,2,56.5
14487,18,1,0,5,1.1,61.9,0,0,1,1,32.2
14488,14,1,1,4,3.1,54.5,0,1,0,4,39.4
14489,16,2,1,4,5.0,74.5,0,0,1,4,79.4
14490,18,2,1,4,4.6,89.9,0,3,0,4,76.9
14491,19,2,0,4,6.9,79.2,0,0,1,5,86.1
14492,14,2,0,2,2.5,51.3,0,3,0,4,33.9
14493,19,1,0,5,4.8,62.0,0,0,1,0,70.7
14494,14,1,1,1,7.8,72.1,0,1,0,5,88.4
14495,15,1,0,3,2.9,70.1,1,2,0,4,47.5
14496,19,1,1,5,3.8,84.9,1,1,0,1,54.7
14497,18,2,1,5,8.0,58.8,0,0,1,1,95.4
14498,19,2,0,1,1.6,68.5,0,1,1,4,39.2
14499,17,2,1,5,4.8,76.8,1,0,0,0,72.5
14500,17,1,0,5,3.3,99.2,0,3,0,3,64.0
14501,17,0,1,5,0.8,96.3,0,1,0,4,54.5
14502,17,0,0,5,6.2,69.1,0,0,1,1,70.8
14503,17,0,1,3,2.0,66.7,0,0,1,2,50.1
14504,15,1,0,3,7.2,97.5,0,3,0,4,99.1
14505,19,1,1,1,3.6,93.1,0,3,0,3,72.3
14506,16,1,1,0,1.6,85.5,0,2,1,1,45.8
14507,17,2,1,5,2.3,81.1,0,2,1,5,43.5
14508,18,1,1,1,6.7,86.4,0,3,0,0,88.5
14509,17,2,1,2,3.3,85.5,0,3,0,4,65.6
14510,17,1,1,5,2.4,91.8,0,2,0,3,54.3
14511,14,2,1,1,2.4,86.2,0,0,1,1,59.8
14512,15,0,0,0,4.9,82.5,0,2,1,5,79.3
14513,16,0,1,2,2.4,96.8,0,0,0,2,64.1
14514,16,2,0,0,7.5,97.0,1,1,0,5,97.8
14515,19,2,0,3,0.9,70.8,0,2,0,5,33.0
14516,19,1,1,5,1.7,99.9,0,0,0,5,53.1
14517,18,0,0,5,3.7,69.7,0,3,1,5,54.5
14518,16,0,0,0,2.1,62.4,0,3,1,0,35.8
14519,14,1,0,5,6.3,60.4,1,1,1,4,70.9
14520,18,2,0,5,7.4,55.9,0,1,0,5,81.4
14521,19,1,1,3,5.0,68.2,0,2,0,5,69.1
14522,16,2,1,2,6.9,98.4,0,2,0,4,100.0
14523,18,1,1,3,6.5,66.2,0,3,0,1,82.1
14524,19,0,1,2,1.7,96.0,1,0,0,2,49.3
14525,17,1,1,1,1.1,55.4,0,3,1,2,23.8
14526,15,1,0,3,5.2,57.3,0,2,0,5,71.6
14527,14,0,1,3,7.9,58.2,0,1,0,2,82.9
14528,18,2,0,1,6.7,77.5,0,0,1,1,93.4
14529,17,0,1,1,5.1,99.6,0,3,1,0,74.5
14530,14,2,0,4,1.3,60.2,0,2,1,0,35.0
14531,14,2,1,0,6.3,66.7,1,2,0,2,81.2
14532,19,2,1,1,5.6,92.7,0,3,1,1,75.4
14533,15,0,1,4,7.5,76.6,0,3,0,5,83.1
14534,15,2,0,3,5.8,67.2,0,1,0,4,69.8
14535,17,1,0,0,1.3,71.1,0,1,1,2,48.5
14536,16,2,1,1,5.1,86.8,0,1,0,2,73.9
14537,19,0,0,3,3.5,68.1,0,1,0,3,51.9
14538,18,2,1,2,3.7,83.1,0,0,1,3,60.2
14539,16,0,0,2,5.2,90.0,0,1,1,1,87.5
14540,15,2,1,2,7.2,52.8,0,1,0,5,70.5
14541,19,0,0,0,6.2,87.5,0,0,0,2,74.9
14542,17,2,0,5,0.7,97.2,0,1,1,3,45.5
14543,19,2,0,3,1.6,54.0,0,2,1,2,38.2
14544,16,1,1,2,3.2,54.1,0,2,0,5,39.6
14545,14,1,0,2,5.6,80.8,0,2,1,2,69.1
14546,19,0,0,5,5.3,83.8,0,2,0,5,78.1
14547,15,0,0,1,4.3,73.1,0,1,1,5,71.2
14548,19,2,1,5,3.7,96.8,0,1,0,0,64.9
14549,18,2,0,2,6.4,56.3,0,0,1,1,72.1
14550,15,2,1,3,1.2,55.9,0,1,0,1,23.4
14551,18,0,1,4,5.0,50.5,0,2,0,3,67.7
14552,14,0,1,0,6.6,91.1,0,1,1,3,81.4
14553,16,2,0,5,2.5,54.5,0,3,0,1,39.0
14554,16,1,1,4,2.0,80.2,0,3,1,1,41.5
14555,17,0,1,2,5.6,96.5,0,0,0,2,80.9
14556,17,0,0,3,1.8,52.6,0,2,0,2,44.1
14557,17,2,0,4,4.2,55.9,0,1,1,1,59.5
14558,16,2,0,1,7.4,93.6,0,2,1,2,91.5
14559,18,0,1,3,1.0,63.9,0,3,0,4,41.7
14560,14,2,0,5,7.3,71.1,0,2,0,4,88.2
14561,18,1,1,0,1.9,79.0,1,0,1,1,48.4
14562,14,2,1,2,4.1,85.8,0,2,0,3,64.2
14563,14,1,1,4,1.5,59.2,0,3,0,0,29.6
14564,18,2,1,4,5.8,93.7,1,1,0,5,89.9
14565,14,1,1,5,8.0,88.7,0,3,0,1,100.0
14566,18,2,1,0,2.8,54.5,0,2,0,0,38.2
14567,14,2,1,3,7.4,55.4,0,0,1,4,72.1
14568,14,1,1,2,6.0,85.4,1,1,1,4,83.2
14569,19,0,0,0,7.7,73.6,0,1,1,1,99.7
14570,15,0,1,4,5.5,72.6,0,3,1,4,69.7
14571,19,1,0,0,5.6,60.9,0,3,0,0,71.7
14572,16,1,0,1,7.6,85.6,0,1,1,3,88.0
14573,18,2,1,0,6.0,55.7,0,3,0,3,76.4
14574,19,0,1,1,6.9,68.7,0,0,0,2,84.2
14575,14,2,0,0,2.6,86.1,0,3,1,2,56.5
14576,15,0,0,4,1.8,99.0,0,0,0,2,53.8
14577,17,1,0,2,5.3,60.6,0,0,1,5,70.5
14578,19,1,1,5,2.4,81.8,0,0,1,2,47.1
14579,15,1,1,4,3.7,53.2,0,3,0,4,58.3
14580,15,0,0,3,6.9,63.3,0,0,0,0,83.9
14581,16,2,0,4,5.2,54.8,0,2,1,2,64.2
14582,15,0,1,4,7.6,91.5,0,1,1,5,100.0
14583,15,2,1,2,3.2,70.9,0,1,1,5,56.1
14584,14,1,1,5,2.6,94.6,0,2,1,3,67.4
14585,18,2,0,4,2.1,52.0,1,1,0,4,31.0
14586,18,2,1,4,7.8,84.9,0,2,1,2,89.0
14587,14,2,0,0,3.7,75.7,0,1,0,4,53.6
14588,17,1,0,1,7.4,84.7,0,0,1,1,99.9
14589,17,1,0,4,3.1,98.3,0,0,1,0,66.2
14590,17,1,0,5,2.7,98.6,1,2,1,0,70.9
14591,19,1,0,5,6.3,91.5,0,2,0,3,80.4
14592,17,2,1,4,5.1,60.5,1,3,0,0,66.2
14593,18,1,1,0,4.4,88.0,0,1,1,0,62.8
14594,14,1,1,3,3.8,97.9,0,0,0,3,77.1
14595,14,0,1,4,4.0,67.3,0,2,1,1,65.9
14596,17,0,1,4,6.8,67.5,0,2,0,5,87.3
14597,19,2,0,4,1.6,73.9,1,2,1,3,37.1
14598,16,2,0,5,0.9,84.8,1,2,0,0,40.1
14599,17,1,0,1,0.5,62.4,0,0,0,5,36.2
14600,15,1,1,4,4.2,57.9,1,2,0,2,59.5
14601,16,0,1,4,6.6,64.3,1,0,0,4,70.4
14602,18,0,1,1,5.5,82.3,0,0,1,0,83.1
14603,17,2,0,2,7.9,52.1,1,0,0,1,81.7
14604,14,1,1,2,5.1,96.4,0,3,0,0,71.6
14605,19,0,0,1,4.3,77.9,0,0,1,0,64.6
14606,19,0,0,2,4.9,55.3,0,1,1,5,52.4
14607,16,0,0,0,7.1,86.2,1,2,0,0,82.7
14608,16,2,1,5,0.6,64.3,0,2,0,1,28.3
14609,17,1,1,4,4.0,88.3,0,3,1,3,73.7
14610,18,0,1,1,3.6,94.0,0,0,1,3,57.7
14611,16,2,0,2,7.6,75.2,0,3,0,5,89.3
14612,14,2,1,0,1.9,59.2,0,3,0,1,40.4
14613,14,1,0,2,0.7,73.6,0,2,1,3,42.6
14614,18,0,0,1,5.2,78.6,0,3,1,4,74.6
14615,18,0,1,4,5.2,68.0,1,1,0,1,69.3
14616,18,2,1,0,2.9,88.5,0,3,0,0,57.6
14617,14,1,1,2,4.5,63.6,0,1,0,5,62.4
14618,15,1,0,2,5.0,92.1,0,2,0,0,78.6
14619,16,0,1,0,3.1,71.9,0,2,0,5,62.9
14620,15,2,0,1,3.7,79.3,0,0,0,5,60.7
14621,16,2,1,1,1.6,52.8,1,3,1,5,27.4
14622,17,1,0,0,6.3,60.5,1,1,1,0,72.8
14623,15,0,1,2,3.4,71.9,0,1,1,5,59.0
14624,14,1,0,2,5.3,86.9,1,0,0,0,73.2
14625,16,2,1,5,3.7,98.6,0,0,0,2,74.7
14626,18,1,1,3,1.7,53.6,0,1,1,3,42.9
14627,17,0,1,1,5.8,96.8,0,2,1,0,87.1
14628,15,0,0,4,3.6,65.4,0,3,0,5,63.8
14629,15,0,0,3,1.9,99.1,0,3,1,3,46.9
14630,17,1,0,5,7.5,52.2,0,2,0,0,78.6
14631,15,1,0,0,7.2,75.4,0,2,0,4,79.5
14632,19,1,1,2,6.0,88.9,1,1,1,3,85.3
14633,19,2,1,0,4.8,67.5,1,3,1,3,69.8
14634,14,0,0,0,5.2,98.7,0,1,0,2,73.9
14635,19,2,1,1,3.2,96.2,0,0,0,5,54.8
14636,14,0,1,5,2.5,66.6,0,0,1,3,56.0
14637,16,1,0,2,4.9,50.2,1,2,1,1,66.4
14638,18,0,1,3,6.1,58.8,0,3,1,2,66.1
14639,15,1,1,0,4.2,51.6,0,1,0,0,52.6
14640,15,2,0,4,7.2,84.0,1,1,0,3,82.3
14641,14,0,1,3,3.4,57.1,0,1,1,4,46.2
14642,18,1,1,5,3.3,74.0,0,2,1,4,50.4
14643,14,1,0,4,3.7,59.4,0,3,0,2,52.4
14644,16,1,0,5,5.8,93.3,0,2,1,3,76.8
14645,16,1,1,0,0.7,64.7,0,1,1,3,41.3
14646,19,1,1,2,3.2,84.9,1,1,0,1,51.8
14647,19,2,0,0,6.1,79.3,0,1,1,5,85.1
14648,18,0,0,4,4.7,68.8,0,3,1,3,61.3
14649,18,1,1,1,2.8,88.0,0,0,0,0,65.3
14650,17,1,0,2,5.4,55.7,0,3,1,1,56.6
14651,16,2,1,3,7.3,85.5,0,3,1,3,99.0
14652,14,2,0,2,4.3,59.0,0,2,1,5,52.9
14653,19,2,1,2,6.0,54.1,0,1,0,2,77.0
14654,16,0,0,1,2.0,98.4,0,2,0,5,56.1
14655,16,0,1,5,4.0,58.6,0,3,0,1,46.7
14656,14,1,0,2,2.7,63.2,0,1,1,4,39.5
14657,15,1,1,0,7.9,50.5,0,1,1,4,88.1
14658,17,0,0,0,2.1,83.8,0,1,0,1,50.3
14659,16,2,0,0,7.6,88.0,0,3,1,5,100.0
14660,17,2,0,0,3.6,51.0,1,0,0,1,47.4
14661,15,1,1,3,4.2,75.9,0,0,0,4,72.9
14662,14,2,1,2,4.4,92.4,0,3,0,5,67.5
14663,19,1,0,5,2.3,89.4,0,0,1,5,50.5
14664,16,1,0,1,2.3,90.2,0,3,1,4,54.6
14665,16,2,1,2,3.3,53.4,0,3,1,5,42.5
14666,15,0,1,5,6.1,64.1,0,0,0,5,70.8
14667,17,0,1,2,5.8,76.1,0,2,1,4,72.6
14668,17,1,0,2,8.0,75.5,0,1,1,2,100.0
14669,16,2,1,5,1.2,87.9,0,2,1,3,50.0
14670,19,1,0,5,6.2,96.0,0,3,1,5,80.2
14671,19,1,0,4,2.0,85.8,1,2,0,1,42.8
14672,15,0,0,1,4.3,74.1,0,0,1,1,70.2
14673,17,1,0,1,2.0,79.5,1,0,0,0,49.0
14674,19,0,0,2,7.5,50.2,0,0,1,5,74.2
14675,16,0,0,1,4.3,72.5,0,2,1,0,62.6
14676,14,2,1,3,4.0,55.7,0,3,0,5,63.5
14677,14,1,0,5,2.8,86.6,0,2,1,3,62.0
14678,18,0,1,0,3.9,89.1,0,2,1,1,69.8
14679,19,0,0,3,1.3,100.0,0,2,1,5,55.6
14680,14,1,1,1,5.6,73.1,1,3,1,2,83.0
14681,17,0,0,3,4.8,54.4,0,1,0,0,62.0
14682,16,1,0,3,1.2,56.9,0,1,1,2,37.0
14683,15,1,1,1,1.3,95.4,0,1,1,0,48.1
14684,17,2,1,0,2.7,59.8,0,2,1,4,51.3
14685,19,1,0,5,4.0,68.2,0,0,0,0,62.4
14686,15,0,1,2,2.2,56.7,0,2,1,2,39.1
14687,14,1,1,5,1.5,90.9,0,0,0,1,57.4
14688,16,1,0,1,1.2,65.1,0,3,1,5,31.7
14689,15,0,0,4,2.8,68.6,0,0,0,3,58.3
14690,18,0,0,4,5.2,87.1,0,2,0,1,70.4
14691,17,0,1,0,5.6,79.9,0,3,1,3,82.9
14692,14,2,1,4,2.6,79.8,0,2,0,4,53.5
14693,16,0,1,4,3.8,52.5,0,3,1,2,53.0
14694,18,2,0,4,5.2,60.9,0,3,1,4,60.8
14695,16,1,1,2,3.2,63.8,1,0,0,3,50.4
14696,17,2,1,4,7.8,99.7,0,0,0,0,100.0
14697,15,0,1,3,5.7,61.2,0,3,1,4,77.0
14698,15,1,0,5,4.8,68.7,0,2,1,4,70.5
14699,14,0,1,2,4.2,59.6,0,2,0,3,57.9
14700,14,2,1,4,4.2,73.7,0,3,1,1,69.8
14701,14,1,0,2,2.7,50.0,0,2,0,5,45.8
14702,17,0,1,1,1.1,90.2,0,3,1,1,54.5
14703,14,2,1,2,6.8,94.1,1,3,0,3,86.3
14704,17,2,1,2,7.3,74.5,0,0,0,2,85.3
14705,19,2,0,2,7.8,92.3,0,0,0,0,100.0
14706,18,2,1,5,3.5,50.2,0,3,1,5,56.2
14707,17,0,1,5,7.6,71.9,0,1,0,3,93.5
14708,14,1,1,0,5.8,58.5,1,3,0,4,71.2
14709,16,2,1,2,3.7,69.5,0,0,1,2,53.2
14710,19,1,1,1,7.4,71.1,0,1,1,5,91.7
14711,16,1,0,0,7.8,83.9,0,3,0,5,99.6
14712,18,2,1,1,4.5,90.1,0,0,0,3,79.2
14713,18,1,1,5,6.3,97.1,0,1,0,1,88.1
14714,15,0,1,2,6.3,65.0,0,0,0,2,68.8
14715,14,0,0,4,5.1,84.5,0,1,0,1,67.3
14716,14,2,0,2,3.7,91.9,0,1,0,2,72.5
14717,15,0,1,0,1.5,70.0,0,3,1,1,32.2
14718,15,1,1,3,8.0,78.0,0,1,1,4,96.4
14719,17,1,1,2,1.0,84.3,0,3,0,3,40.3
